"ID","TUTORIAL_ID","NAME","DISPLAY_SEQ","CONTENT","CREATED","CREATED_BY","UPDATED","UPDATED_BY"
185746517254397992293351837919740996,66403703756642340425947956952870068,"Adding Columns",50,"<p>You can add additional columns after you have created your table using the ALTER TABLE ... ADD ... syntax.  For example:</p>
<code>
alter table EMPLOYEES 
add country_code varchar2(2);
</code>",16-SEP-14 09.33.36.593345000 PM,"LIVESQL",16-SEP-14 09.33.36.593396000 PM,"LIVESQL"
185746517293083618521019971510338628,66403703756642340425947956952870068,"Querying the Oracle Data Dictionary",60,"<p>Table meta data is accessible from the Oracle data dictionary.  The following queries show how you can query the data dictionary tables.</p>
<code>
select table_name, tablespace_name, status
from user_tables
where table_Name = 'EMPLOYEES';

select column_id, column_name , data_type
from user_tab_columns
where table_Name = 'EMPLOYEES'
order by column_id;
</code>
",16-SEP-14 09.33.36.593544000 PM,"LIVESQL",16-SEP-14 09.33.36.593596000 PM,"LIVESQL"
185746517424856532859014551553311812,66403703756642340425947956952870068,"Updating Data",70,"<p>You can use SQL to update values in your table, to do this we will use the update clause</p>

<code>
update employees
set country_code = 'US';
</code>

<p>The query above will update all rows of the employee table and set the value of country code to US.  You can also selectively update just a specific row.</p>

<code>
update employees
set commission = 2000
where  name = 'Sam Smith';
</code>

<p>Lets run a Query to see what our data looks like</p>
<code>
select name, country_code, salary, commission
from employees
order by name;
</code>",16-SEP-14 09.33.36.593772000 PM,"LIVESQL",16-SEP-14 09.33.36.593824000 PM,"LIVESQL"
185746517554211595557779873246872644,66403703756642340425947956952870068,"Aggregate Queries",80,"<p>You can sum data in tables using aggregate functions.  We will use column aliases to rename columns for readability, we will also use the null value function (NVL) to allow us to properly sum columns with null values.  </p>
<code>
select 
      count(*) employee_count,
      sum(salary) total_salary,
      sum(commission) total_commission,
      min(salary + nvl(commission,0)) min_compensation,
      max(salary + nvl(commission,0)) max_compensation
from employees;
</code>",16-SEP-14 09.33.36.594027000 PM,"LIVESQL",16-SEP-14 09.33.36.594079000 PM,"LIVESQL"
485616852624673161369871175234808724,66403703756642340425947956952870068,"Deleting Data",90,"<p>You can delete one or more rows from a table using the DELETE syntax.  For example to delete a specific row:</p>
<code>
delete from employees 
where name = 'Sam Smith';
</code>",16-SEP-14 09.33.36.594239000 PM,"LIVESQL",16-SEP-14 09.33.36.594290000 PM,"LIVESQL"
485616852804803108492450922266028948,66403703756642340425947956952870068,"Dropping Tables",100,"<p>You can drop tables using the SQL DROP command.  Dropping a table will remove all of the rows and drop sub-objects including indexes and triggers.  The following DROP statements will drop the departments and employees tables.  The optional cascade constraints clause will drop remove constraints thus allowing you to drop database tables in any order.</p>
<code>
drop table departments cascade constraints;
drop table employees cascade constraints;
</code>",16-SEP-14 09.33.36.594449000 PM,"LIVESQL",16-SEP-14 09.33.36.594501000 PM,"LIVESQL"
485616852806012034312065551440735124,66403703756642340425947956952870068,"Un-dropping Tables",110,"<p>If the RECYCLEBIN initialization parameter is set to ON (the default in 10g), then dropping this table will place it in the recycle bin.  To see if you can undrop a table run the following data dictionary query:</p>
<code>
select object_name, 
       original_name, 
       type, 
       can_undrop, 
       can_purge
from recyclebin;
</code>
<p>To undrop tables we use the flashback command, for example:</p>
<code>
flashback table DEPARTMENTS to before drop;
flashback table EMPLOYEES to before drop;
select count(*) departments 
from departments;
select count(*) employees
from employees;
</code>",16-SEP-14 09.33.36.594640000 PM,"LIVESQL",16-SEP-14 09.33.36.594691000 PM,"LIVESQL"
1311432585226988258141751670639041358,66403703756642340425947956952870068,"Indexing Columns",35,"<p>Typically developers index columns for three major reasons:</p>
<ol><li>To enforce unique values within a column</li>
<li>To improve data access performance</li>
<li>To prevent lock escalation when updating rows of tables that use declarative referential integrity</li>
</ol>
<p>When a table is created and a PRIMARY KEY is specified an index is automatically created to enforce the primary key constraint.  If you specific UNIQUE for a column when creating a column a unique index is also created.  To see the indexes that already exist for a given table you can run the following dictionary query.</p>

<code>
select table_name ""Table"", 
       index_name ""Index"", 
       column_name ""Column"", 
       column_position ""Position""
from  user_ind_columns 
where table_name = 'EMPLOYEES' or 
      table_name = 'DEPARTMENTS'
order by table_name, column_name, column_position
</code>

<p>It is typically good form to index foreign keys, foreign keys are columns in a table that reference another table.  In our EMPLOYEES and DEPARTMENTS table example the DEPTNO column in the EMPLOYEE table references the primary key of the DEPARTMENTS table.</p>
<code>
create index employee_dept_no_fk_idx 
on employees (deptno)
</code>
<p>We may also determine that the EMPLOYEE table will be frequently searched by the NAME column.  To improve the performance searches and to ensure uniqueness we can create a unique index on the EMPLOYEE table NAME column.</p>

<code>
create unique index employee_ename_idx
on employees (name)
</code>

<p>Oracle provides many other indexing technologies including function based indexes which can index expressions, such as an upper function, text indexes which can index free form text, bitmapped indexes useful in data warehousing.  You can also create indexed organized tables, you can use partition indexes and more.  Sometimes it is best to have fewer indexes and take advantage of in memory capabilities.  All of these topics are beyond the scope of this basic introduction.</p>",16-SEP-14 09.33.36.594848000 PM,"LIVESQL",16-SEP-14 09.33.36.594900000 PM,"LIVESQL"
1321744041406742030396375039270866462,92094449129961689585393288404949059,"Creating Sequences",20,"<p>After a sequence is created, you can access its values in SQL statements with the CURRVAL pseudocolumn, which returns the current value of the sequence, or the NEXTVAL pseudocolumn, which increments the sequence and returns the new value.</p>

<p>For example:</p>
<code>
create sequence my_sequence start with 1;
</code>

<p>Now lets run some code to see how we can use this sequence.  The DUAL table is a pseudo table in Oracle you can select from that has one row.  Now lets repeat the above, but first lets request the next value from the sequence.</p>
 
<code>select my_sequence.NEXTVAL
from dual;
</code>


<code>select my_sequence.CURRVAL
from dual;
</code>


<p>Now repeat the first query</p>

<code>select my_sequence.NEXTVAL
from dual;
</code>",16-SEP-14 09.33.36.638608000 PM,"LIVESQL",16-SEP-14 09.33.36.638660000 PM,"LIVESQL"
1321744041407950956215989668445572638,92094449129961689585393288404949059,"Referencing Sequences in Triggers",30,"<p>Perhaps the most common use of sequences is to populate table primary key values from within triggers.  The example below creates a table and uses a trigger to populate the primary key.</p>

<code>
create sequence simple_employees_seq;

create table SIMPLE_EMPLOYEES (  
  empno             number primary key,  
  name              varchar2(50) not null,  
  job               varchar2(50)
  );

create or replace trigger SIMPLE_EMPLOYEES_BIU_TRIG
    before insert or update on SIMPLE_EMPLOYEES
    for each row
begin
    if inserting and :new.empno is null then
        :new.empno := simple_employees_seq.nextval;
    end if;
end;
/
</code>",16-SEP-14 09.33.36.639489000 PM,"LIVESQL",16-SEP-14 09.33.36.639542000 PM,"LIVESQL"
1321744041451472285722116318734994974,92094449129961689585393288404949059,"Testing Triggered Sequence",40,"<p>Lets populate some data and test the trigger based generation of the primary key.</p>

<code>
insert into simple_employees (name, job) values ('Mike', 'Programmer');
insert into simple_employees (name, job) values ('Taj', 'Analyst');
insert into simple_employees (name, job) values ('Jill', 'Finance');
insert into simple_employees (name, job) values ('Fred', 'Facilities');
insert into simple_employees (name, job) values ('Sabra', 'Programmer');
commit;
</code>
<p>Lets query our table to see how the EMPNO column was populated</p>
<code>
select empno, name, job
from simple_employees
order by 1
</code>

",16-SEP-14 09.33.36.639697000 PM,"LIVESQL",16-SEP-14 09.33.36.639749000 PM,"LIVESQL"
35019070928713586442449453253988615109,35011252049457208546674439406966472602,"Insert data into the FLIGHTS table",15,"<p>Insert data into the FLIGHTS table. The following statements insert seven rows into the FLIGHTS table and commit the changes. </p>

<code>
insert into flights  
values (1, 'BA123', 'LHR', 'JFK', timestamp'2015-01-01 10:00:00 -00:00', interval '5' hour, 'BA');
insert into flights  
values (2, 'BA123', 'LHR', 'JFK', timestamp'2015-01-02 10:00:00 -00:00', interval '5' hour, 'BA');
insert into flights  
values (3, 'AA567', 'LHR', 'JFK', timestamp'2015-01-01 13:00:00 -00:00', interval '6' hour, 'AA');
insert into flights  
values (4, 'BA124', 'JFK', 'LHR', timestamp'2015-01-01 22:00:00 -05:00', interval '5' hour, 'BA');
insert into flights  
values (5, 'BA124', 'JFK', 'LHR', timestamp'2015-01-02 22:00:00 -05:00', interval '5' hour, 'BA');
insert into flights  
values (6, 'AA567', 'JFK', 'LHR', timestamp'2015-01-01 20:00:00 -05:00', interval '6' hour, 'AA');
insert into flights  
values (7, 'AA987', 'JFK', 'SFO', timestamp'2015-01-02 12:00:00 -05:00', interval '4' hour, 'AA');

commit;
</code>",08-JUL-15 07.14.00.581152000 AM,"PADMAJA.POTINENI@ORACLE.COM",08-JUL-15 07.14.00.581217000 AM,"PADMAJA.POTINENI@ORACLE.COM"
35029548269919685321568679000021828835,35011252049457208546674439406966472602,"Update single column (self update)",30,"<p> This statement updates a single column, FLIGHT_DURATION, in the FLIGHTS table by setting its value as a factor of its existing value.</p>
<p>The SELECT statement that follows the update operation displays the data in the FLIGHTS table, thus verifying that the update operation completed successfully.</p>
<code>
update flights 
set    flight_duration = flight_duration + interval '30' minute 
where  flight_id = 7;

select * from flights;
</code>",08-JUL-15 09.12.49.142141000 AM,"PADMAJA.POTINENI@ORACLE.COM",08-JUL-15 09.13.46.759348000 AM,"PADMAJA.POTINENI@ORACLE.COM"
35029548269920894247388293629196535011,35011252049457208546674439406966472602,"Update using correlated subquery",50,"<p>This statement uses a correlated subquery to update a single column across multiple rows in the FLIGHTS table. It increases the duration of all BA flights by thirty minutes.</p>
<p>The subquery returns all flights with OPERATING_CARRIER_CODE set to 'BA'. This result is used as the predicate value in the UPDATE statement. Thus, the value of the FLIGHT_DURATION column is updated for all rows FLIGHT_ID matches those returned by the query.</p>
<p>The SELECT statement displays the data in the FLIGHTS table and is used to verify that the update operation completed successfully.</p>
<code>
update flights f1 
set    f1.flight_duration = f1.flight_duration + interval '30' minute 
where  f1.flight_id in (select f2.flight_id  
                        from   flights f2 
                        where  f2.operating_carrier_code = 'BA');
                        
select * from flights;

</code>",08-JUL-15 09.24.14.766652000 AM,"PADMAJA.POTINENI@ORACLE.COM",08-JUL-15 09.27.02.100685000 AM,"PADMAJA.POTINENI@ORACLE.COM"
35032224292201313640716490770364384378,35011252049457208546674439406966472602,"Correlated update",60,"<p>This statement performs a correlated update of the rows in the FLIGHTS table. For all flights with OPERATING_CARRIER_CODE='BA' that depart on 1 Jan 2015 , it appends zero to the flight number and sets the flight duration to the duration of the AA flight on the same day and same route. It also sets the departure times for these flights to 11AM GMT.</p>
<p>The SELECT statement displays the updated contents of the FLIGHTS table and enables you to verify that the data has been successfully updated.</p>

<code>
update flights f1 
set    f1.departure_datetime = timestamp'2015-01-01 11:00:00 -00:00', 
       (f1.flight_number, f1.flight_duration) = ( 
          select f2.flight_number || '0', f2.flight_duration 
          from   flights f2 
          where  f2.departure_airport_code = f1.departure_airport_code 
          and    f2.destination_airport_code = f1.destination_airport_code 
          and    trunc(f2.departure_datetime) = trunc(f2.departure_datetime) 
          and    f2.operating_carrier_code = 'AA' 
        ) 
where  f1.operating_carrier_code = 'BA' 
and    trunc(f1.departure_datetime) = date'2015-01-01';

select * from flights;
</code>",08-JUL-15 09.42.45.335568000 AM,"PADMAJA.POTINENI@ORACLE.COM",08-JUL-15 09.42.45.335641000 AM,"PADMAJA.POTINENI@ORACLE.COM"
35015523015721407127288641813299767665,35011252049457208546674439406966472602,"Create FLIGHTS table",10,"<p> The first step is to create the FLIGHTS table that will be used in this tutorial. This table contains details about scheduled flights including the source and destination city, flight departure time, flight duration, and operating carrier code. It is a range-partitioned table that is partitioned based on the airport code of the city from which the flights depart. 
</p>
<code>
create table flights ( 
  flight_id                integer not null primary key, 
  flight_number            varchar2(6) not null, 
  departure_airport_code   varchar2(3) not null, 
  destination_airport_code varchar2(3) not null, 
  departure_datetime       timestamp with time zone not null, 
  flight_duration          interval day to second(0) not null, 
  operating_carrier_code   varchar2(2) not null 
) partition by range (departure_airport_code) ( 
  partition pA_E values less than ('F'), 
  partition pF_J values less than ('K'), 
  partition pK_O values less than ('P'), 
  partition pP_T values less than ('U'), 
  partition pU_Z values less than ('a') 
);

</code>
",08-JUL-15 05.52.30.363763000 AM,"PADMAJA.POTINENI@ORACLE.COM",08-JUL-15 07.13.19.765552000 AM,"PADMAJA.POTINENI@ORACLE.COM"
35015523015722616053108256442474473841,35011252049457208546674439406966472602,"Update single column in a row",20,"<p> This statement updates the value of a single column, FLIGHT_NUMBER, in a particular row. The row to be updated is specified using a WHERE clause. </p>
<p>After the update operation, a SELECT statement displays the data in the FLIGHTS table. Verify that the specified column was updated.</p>
<code> 
update flights set flight_number = 'AA986'  where  flight_id = 7;

select * from flights;
</code>",08-JUL-15 05.53.03.194970000 AM,"PADMAJA.POTINENI@ORACLE.COM",08-JUL-15 09.01.21.941284000 AM,"PADMAJA.POTINENI@ORACLE.COM"
35015523015752839198598622171842128241,35011252049457208546674439406966472602,"Update multiple columns in a row",40,"<p>The following statement updates three columns, FLIGHT_NUMBER, FLIGHT_DURATION, and OPERATING_CARRIER_CODE, in a single row of the FLIGHTS table. The row to be updated is identified using the WEHERE clause.</p>
<p>A SELECT statement displays the updated content for the FLIGHTS table for verification.</p>
<code> 
update flights 
set    flight_number = 'BA986', flight_duration = interval '5' hour, operating_carrier_code = 'BA' 
where  flight_id = 7;

select * from flights;
</code>",08-JUL-15 05.57.19.133001000 AM,"PADMAJA.POTINENI@ORACLE.COM",08-JUL-15 09.13.35.212754000 AM,"PADMAJA.POTINENI@ORACLE.COM"
67318924947213193595261095545164938864,66677775709556657797196623725084693197,"Reset my tutorial environment",15,"<h3>Just in case...</h3>
<p>If at anytime you need to restart this tutorial then simply run the following statement to reset your environment</p>
<code>DROP TABLE clickdata PURGE;
</code>",12-MAY-16 12.26.24.889121000 PM,"KEITH.LAKER@ORACLE.COM",18-DEC-18 03.09.35.775245000 PM,"SHARON.KENNEDY@ORACLE.COM"
67318924947309907660830265879141432944,66677775709556657797196623725084693197,"Overview of SQL Pattern Matching",10,"<h3>Finding patterns with SQL</h3>
<p>
Recognizing patterns in a sequence of rows has been a capability that was widely desired, but not really possible with SQL until now. There were many workarounds, but these were difficult to write, hard to understand, and inefficient to execute.</p> 
<p>
With Oracle Database 12c you can use the MATCH_RECOGNIZE clause to perform pattern matching in SQL to do the following:</p>
<ol>
<li>Logically group and order the data that is used in the MATCH_RECOGNIZE clause using the PARTITION BY and ORDER BY clauses.</li>
<li>Define business rules/patterns using the PATTERN clause. These patterns use regular expressions syntax, a powerful and expressive feature and applied to the pattern variables.</li>
<li>Specify the logical conditions required to map a row to a row pattern variable using the DEFINE clause.</li>
<li>Define output measures, which are expressions within the MEASURES clause.</li>
<li>Control the output (summary vs. detailed) from the pattern matching process.</li>
</ol>
",12-MAY-16 12.37.05.665699000 PM,"KEITH.LAKER@ORACLE.COM",13-MAY-16 08.47.53.611842000 AM,"KEITH.LAKER@ORACLE.COM"
67318924948007457858747906912946896496,66677775709556657797196623725084693197,"More about PATTERN and DEFINE  keywords",45,"<h3>How do we build the PATTERN and DEFINE clauses?</h3>
<p>
As we mentioned earlier, the <strong>PATTERN</strong> defines a regular expression, which is a highly expressive way to search for patterns. <strong>PATTERN (b s+)</strong> says that the pattern we are searching for has two pattern variables: <strong>b</strong> and <strong>s</strong>. The star sign <strong>(*)</strong> after <strong>s</strong> means that zero or more rows must be mapped to confirm a match.
</p>
<p>The plus sign <strong>(+)</strong> is part of a library of quantifiers that can be used to describe your pattern. We will explore these in a separate tutorial</p>

<p><strong>DEFINE</strong> gives us the conditions that must be met for a row to map to your row pattern variables <strong>b</strong> and <strong>s</strong>. Because there is no condition for b, any row can be mapped to b. Why have a pattern variable with no condition? You use it as a starting point for testing for matches. S takes advantage of the PREV() function, which lets them compare the timestamp in the current row to the timestamp in the prior row. S is matched when a row has a timestamp than is within 10 minutes of the row that preceded it.
</p>",12-MAY-16 01.16.16.491375000 PM,"KEITH.LAKER@ORACLE.COM",28-APR-17 10.49.31.264257000 AM,"KEITH.LAKER@ORACLE.COM"
83205801604506548639706235386764899722,83205148911047716319241478701553687837,"Viewing my data",30,"<h3>Quick review of our ticker data</h3>
<p>Now let's check to see how many rows are in our dataset</p>
<code>SELECT count(*) FROM ticker;
SELECT symbol, min(tstamp), max(tstamp), count(*) FROM ticker GROUP BY symbol;
</code>
<p>You should have 60 rows of data spread across three symbols (ACME, GLOBEX, OSCORP) with 20 rows of data for each ticker symbol. Our ticker data for each symbol starts on April 1 and ends on April 20.</p>
<p>You can view the full data set using the following code:</p>
<code>SELECT * FROM ticker ORDER BY symbol, tstamp;</code>
<br>",11-OCT-16 03.01.38.505294000 PM,"KEITH.LAKER@ORACLE.COM",18-DEC-18 02.58.58.373763000 PM,"SHARON.KENNEDY@ORACLE.COM"
